-0.248,0,-0.225,0,-9.499389e-25,1.401298e-45,0.000166074,-0.02972185,0
-0.246,0,-0.225,0,-4.768553e-25,5.605194e-45,0.0001661055,-0.007985444,0
-0.244,0,-0.225,0,-3.151269e-26,0,0.000166137,-0.01850098,0
-0.242,0,-0.225,0,2.68868e-25,-4.203895e-45,0.0001661685,-0.01990748,0
-0.24,0,-0.225,0,3.88864e-25,-2.802597e-45,0.0001662,-0.0227101,0
-0.238,0,-0.225,0,3.566566e-25,2.802597e-45,0.0001662315,-0.02060866,0
-0.236,0,-0.225,0,2.340282e-25,4.203895e-45,0.000166263,-0.02060866,0
-0.234,0,-0.225,0,8.71498e-26,-0,0.0001662945,-0.0227101,0
-0.232,0,-0.225,0,-3.377436e-26,-5.605194e-45,0.000166326,-0.02972185,0
-0.23,0,-0.225,0,-1.032838e-25,-1.401298e-45,0.0001663575,-0.03463007,0
-0.228,0,-0.225,0,-1.193583e-25,4.203895e-45,0.000166389,-0.02902067,0
-0.226,0,-0.225,0,-9.589121e-26,2.802597e-45,0.0001664205,-0.04164181,0
-0.224,0,-0.225,0,-5.323248e-26,-2.802597e-45,0.000166452,-0.02761832,0
-0.222,0,-0.225,0,-1.016178e-26,-4.203895e-45,0.0001664835,-0.0262139,0
-0.22,0,-0.225,0,2.091479e-26,0,0.000166515,-0.0262139,0
-0.218,0,-0.225,0,3.529445e-26,5.605194e-45,0.0001665465,-0.01920216,0
-0.216,0,-0.225,0,3.465398e-26,1.401298e-45,0.000166578,-0.0227101,0
-0.214,0,-0.225,0,2.436757e-26,-2.802597e-45,0.0001666095,-0.02200893,0
-0.212,0,-0.225,0,1.069838e-26,-2.802597e-45,0.0001666411,-0.02411245,0
-0.21,0,-0.225,0,-1.292244e-27,1.401298e-45,0.0001666726,-0.01920216,0
-0.208,0,-0.225,0,-8.770316e-27,4.203895e-45,0.0001667041,-0.01710071,0
-0.206,0,-0.225,0,-1.116636e-26,-0,0.0001667356,-0.01850098,0
-0.204,0,-0.225,0,-9.554649e-27,-5.605194e-45,0.0001667671,-0.01990748,0
-0.202,0,-0.225,0,-5.779445e-27,-1.401298e-45,0.0001667986,-0.02691715,0
-0.2,0,-0.225,0,-1.663533e-27,2.802597e-45,0.0001668301,-0.02481363,0
-0.198,0,-0.225,0,1.503359e-27,2.802597e-45,0.0001668616,-0.03042509,0
-0.196,0,-0.225,0,3.147531e-27,-1.401298e-45,0.0001668931,-0.03042509,0
-0.194,0,-0.225,0,3.32717e-27,-4.203895e-45,0.0001669246,-0.03112627,0
-0.192,0,-0.225,0,2.497353e-27,0,0.0001669561,-0.02130776,0
-0.19,0,-0.225,0,1.243267e-27,4.203895e-45,0.0001669876,-0.02761832,0
-0.188,0,-0.225,0,6.865279e-29,1.401298e-45,0.0001670191,-0.03182537,0
-0.186,0,-0.225,0,-7.194992e-28,-2.802597e-45,0.0001670506,-0.02341335,0
-0.184,0,-0.225,0,-1.030357e-27,-2.802597e-45,0.0001670821,-0.01499719,0
-0.182,0,-0.225,0,-9.40381e-28,1.401298e-45,0.0001671136,-0.02200893,0
-0.18,0,-0.225,0,-6.137464e-28,5.605194e-45,0.0001671451,-0.02060866,0
-0.178,0,-0.225,0,-2.252577e-28,0,0.0001671766,-0.0227101,0
-0.176,0,-0.225,0,9.308721e-29,-4.203895e-45,0.0001672081,-0.0262139,0
-0.174,0,-0.225,0,2.748883e-28,-1.401298e-45,0.0001672396,-0.02411245,0
-0.172,0,-0.225,0,3.155764e-28,2.802597e-45,0.0001672712,-0.02060866,0
